Serviços de saúde
;6;4
;7;13
;2;5
;1;1
;5;8
;1;2
;5;8
;1;5
;1;1
;5;7
;6;6
;4;5
;1;3
;7;7
;7;4
;1;3
;6;6
;1;1
;2;4
;2;4
;1;2
;2;2
;27;27
;5;2
;10;15
;3;6
;4;5
;3;2
;14;17
;1;2
;2;2
;1;1
;2;3
;7;15
;1;3
;24;35
;1;2
;1;3
;2;1
;2;4
;3;3
;1;1
;5;5
;1;1
;1;2
;1;2
;5;6
;6;3
;3;3
;1;9
;1;6
;3;9
;1;1
;1;2
;1;1
;2;3
;1;4
;3;2
;3;7
;3;4
;2;2
;2;12
;1;10
;13;17
;1;1
;2;2
;2;13
;1;2
;2;3
;2;3
;3;1
;1;4
;1;2
;4;5
;1;2
;1;3
;3;6
;22;24
;7;14
;1;2
;4;2
;1;1
;4;4
;3;3
;4;7
;8;9
;1;1
;47;52
;103;133
;10;20
;10;21
;3;1
;1;2
;2;2
;1;1
;2;2
;2;5
;1;6
;5;6
;1;3
;2;2
;3;1
;11;14
;3;1
;1;1
;1;3
;2;6
;3;5
;2;3
;1;7
;5;5
;1;2
;3;8
;1;4
;1;1
;1;1
;1;1
;1;2
;3;4
;2;2
;1;1
;2;2
;12;9
;4;7
;1;1
;3;10
;0;3
;1;1
;2;2
;1;1
;18;25
;1;5
;11;18
;1;4
;1;2
;12;12
;3;4
;3;6
;2;3
;2;1
;6;3
;3;2
;1;2
;0;2
;1;1
;1;1
;2;10
;3;3
;3;1
;5;3
;2;2
;1;1
;7;7
;1;6
;3;4
;2;5
;4;5
;1;1
;9;11
;2;2
;8;3
;2;2
;2;2
;0;1
;3;3
;1;1
;1;1
