Serviços de saúde
;36;38
;38;80
;26;37
;0;0
;86;88
;0;0
;0;0
;0;0
;0;0
;26;16
;17;17
;0;0
;12;15
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;361;83
;15;16
;0;0
;0;0
;19;19
;0;0
;0;0
;0;0
;0;0
;0;0
;26;0
;140;124
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;23;22
;0;0
;0;0
;0;0
;0;0
;19;22
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;30;30
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;30;41
;0;0
;0;0
;15;4
;0;0
;75;59
;0;0
;15;13
;28;27
;0;0
;0;0
;0;0
;0;0
;0;0
;596;314
;1131;1088
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;33;28
;0;0
;0;0
;0;0
;34;35
;0;0
;97;75
;0;0
;0;0
;25;0
;0;0
;0;0
;0;0
;0;0
;28;31
;0;0
;23;16
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;25;0
;0;0
;0;0
;0;0
;68;67
;18;20
;16;26
;15;14
;13;11
;19;21
;0;0
;0;0
;4;0
;0;0
;34;32
;17;11
;0;0
;0;0
;0;0
;0;0
;21;21
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;16;0
;0;0
;0;0
;0;0
;0;0
;0;0
;30;16
;0;0
;0;0
;0;0
;0;0
;0;0
;17;0
