pesquisa_id;pesquisa_nome;id;posicao;nome
11;SNIG - Pesquisa Nacional de Informação de Gênero;4640;1;Deficiência
11;SNIG - Pesquisa Nacional de Informação de Gênero;4641;1.1;Pelo menos uma das deficiências investigadas
11;SNIG - Pesquisa Nacional de Informação de Gênero;4642;1.2;Deficiência visual
11;SNIG - Pesquisa Nacional de Informação de Gênero;4643;1.3;Deficiência auditiva
11;SNIG - Pesquisa Nacional de Informação de Gênero;4644;1.4;Deficiência motora
11;SNIG - Pesquisa Nacional de Informação de Gênero;4645;1.5;Deficiência mental/intelectual
11;SNIG - Pesquisa Nacional de Informação de Gênero;4646;1.6;Pelo menos uma das deficiências investigadas no grau severo ou deficiência mental/intelectual
11;SNIG - Pesquisa Nacional de Informação de Gênero;4647;1.7;Deficiência visual severa
11;SNIG - Pesquisa Nacional de Informação de Gênero;4648;1.8;Deficiência auditiva severa
11;SNIG - Pesquisa Nacional de Informação de Gênero;4649;1.9;Deficiência motora severa
11;SNIG - Pesquisa Nacional de Informação de Gênero;4650;1.10;Pelo menos uma das deficiências investigadas por frequência à escola (6 a 14 anos)
11;SNIG - Pesquisa Nacional de Informação de Gênero;4651;1.11;Deficiência visual por frequência à escola (6 a 14 anos)
11;SNIG - Pesquisa Nacional de Informação de Gênero;4652;1.12;Deficiência auditiva por frequência à escola (6 a 14 anos)
11;SNIG - Pesquisa Nacional de Informação de Gênero;4653;1.13;Deficiência motora por frequência à escola (6 a 14 anos)
11;SNIG - Pesquisa Nacional de Informação de Gênero;4654;1.14;Deficiência mental/intelectual por frequência à escola (6 a 14 anos)
11;SNIG - Pesquisa Nacional de Informação de Gênero;4655;1.15;Pelo menos uma das deficiências investigadas no grau severo ou deficiência mental/intelectual por frequência à escola (6 a 14 anos)
11;SNIG - Pesquisa Nacional de Informação de Gênero;4656;1.16;Deficiência visual severa por frequência à escola (6 a 14 anos)
11;SNIG - Pesquisa Nacional de Informação de Gênero;4657;1.17;Deficiência auditiva severa por frequência à escola (6 a 14 anos)
11;SNIG - Pesquisa Nacional de Informação de Gênero;4658;1.18;Deficiência motora severa por frequência à escola (6 a 14 anos)
11;SNIG - Pesquisa Nacional de Informação de Gênero;4659;1.19;Pessoas com pelo menos uma das deficiências investigadas na PEA
11;SNIG - Pesquisa Nacional de Informação de Gênero;4660;1.20;Pessoas com deficiência visual na PEA
11;SNIG - Pesquisa Nacional de Informação de Gênero;4661;1.21;Pessoas com deficiência auditiva na PEA
11;SNIG - Pesquisa Nacional de Informação de Gênero;4662;1.22;Pessoas com deficiência motora na PEA
11;SNIG - Pesquisa Nacional de Informação de Gênero;4663;1.23;Pessoas com deficiência mental/intelectual na PEA
